,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_workers,actual_productivity,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing ,department_sweing,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,team_2,team_3,team_4,team_5,team_6,team_7,team_8,team_9,team_10,team_11,team_12,no_of_style_change_1,no_of_style_change_2
160,0.8,11.61,893.0,4710,50,0.0,0,31.5,0.800346445,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,0.8,11.41,887.0,5490,50,0.0,0,30.5,0.800343766,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
162,0.8,26.16,1335.0,10620,63,0.0,0,59.0,0.800117103,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0.8,28.08,1082.0,10530,63,0.0,0,58.5,0.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
164,0.75,19.87,1075.0,7080,45,0.0,0,56.0,0.750098351,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
165,0.5,12.52,749.0,9540,38,0.0,0,53.0,0.673245283,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
166,0.8,2.9,1003.0192307692307,1440,0,0.0,0,8.0,0.670075758,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
167,0.8,2.9,1003.0192307692307,1440,0,0.0,0,8.0,0.628882576,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
168,0.5,20.79,966.0,7680,0,0.0,0,56.0,0.388007813,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
169,0.5,4.15,1003.0192307692307,1440,0,0.0,0,8.0,0.337973485,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
170,0.75,4.15,1016.198275862069,1440,0,0.0,0,8.0,0.93532197,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
171,0.8,3.94,1016.198275862069,3600,0,0.0,0,20.0,0.925643939,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
172,0.8,26.16,1095.0,10620,88,0.0,0,59.0,0.900215716,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
173,0.8,3.94,1016.198275862069,1440,0,0.0,0,8.0,0.873068182,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0.8,3.94,1016.198275862069,1440,0,0.0,0,8.0,0.858143939,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
175,0.8,26.16,1383.0,10620,75,0.0,0,59.0,0.850502311,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0.8,25.9,1012.0,10170,45,0.0,0,56.5,0.850136766,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
177,0.8,25.9,1209.0,10170,60,0.0,0,56.5,0.850136766,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
178,0.8,3.94,1016.198275862069,1440,0,0.0,0,8.0,0.828295455,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
179,0.8,3.94,1016.198275862069,1440,0,0.0,0,8.0,0.820833333,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180,0.8,11.41,887.0,5490,50,0.0,0,30.5,0.800343766,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
181,0.8,11.61,896.0,5670,50,0.0,0,31.5,0.800246753,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,0.8,28.08,805.0,10530,63,0.0,0,58.5,0.8,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
183,0.8,28.08,762.0,10530,38,0.0,0,58.5,0.8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
184,0.8,19.87,1043.0,6420,0,0.0,0,55.0,0.690182815,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,0.8,4.15,1016.198275862069,1440,0,0.0,0,8.0,0.668087121,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
186,0.8,2.9,1016.198275862069,1440,0,0.0,0,8.0,0.653598485,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
187,0.5,4.15,1016.198275862069,1440,0,0.0,0,8.0,0.609138258,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
188,0.6,12.52,831.0,9540,30,0.0,0,53.0,0.600229846,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
189,0.8,2.9,1016.198275862069,1440,0,0.0,0,8.0,0.597348485,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190,0.8,2.9,1016.198275862069,1440,0,0.0,0,8.0,0.590435606,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
191,0.8,50.48,562.0,10440,0,0.0,0,58.0,0.473134796,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
192,0.6,20.79,1208.0,7980,0,0.0,0,57.0,0.452979626,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
193,0.8,3.94,2156.310344827586,1440,0,0.0,0,8.0,0.955151515,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0.35,4.3,2156.310344827586,3240,0,0.0,0,18.0,0.942213805,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
195,0.8,4.15,2156.310344827586,1800,0,0.0,0,10.0,0.905454545,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
196,0.8,3.94,2156.310344827586,1440,0,0.0,0,8.0,0.880530303,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,0.8,3.94,2156.310344827586,1440,0,0.0,0,8.0,0.858143939,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
198,0.8,26.16,1099.0,8220,75,0.0,0,59.0,0.850522167,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0.8,26.16,1093.0,10620,75,0.0,0,59.0,0.850502311,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
200,0.8,25.9,1031.0,10170,60,0.0,0,56.5,0.850136766,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
201,0.8,25.9,1233.0,10170,60,0.0,0,56.5,0.850136766,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
202,0.8,2.9,2156.310344827586,1440,0,0.0,0,8.0,0.817424242,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
203,0.65,4.15,2156.310344827586,1440,0,0.0,0,8.0,0.809564394,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
204,0.8,19.87,941.0,9900,0,0.0,0,55.0,0.800273829,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205,0.8,11.41,843.0,5670,50,0.0,0,31.5,0.800181818,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
206,0.8,11.61,760.0,4470,50,0.0,0,31.5,0.80007657,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207,0.8,28.08,737.0,10530,63,0.0,0,58.5,0.8,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
208,0.8,2.9,2156.310344827586,1440,0,0.0,0,8.0,0.725,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
209,0.8,50.48,381.0,6930,45,0.0,0,58.5,0.688557555,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
210,0.65,20.79,1141.0,8460,0,0.0,0,59.0,0.650040783,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
211,0.65,12.52,1004.0,9540,44,0.0,0,53.0,0.64998056,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
212,0.8,2.9,2156.310344827586,1440,0,0.0,0,8.0,0.648106061,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
213,0.8,4.15,2156.310344827586,1440,0,0.0,0,8.0,0.640577652,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
214,0.35,22.4,581.0,7350,0,0.0,0,51.5,0.35063299,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
215,0.8,3.94,2156.310344827586,1440,0,0.0,0,8.0,0.24625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
216,0.35,4.3,1012.4830508474577,2160,0,0.0,0,12.0,0.952020202,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217,0.8,3.94,1012.4830508474577,1440,0,0.0,0,2.0,0.951420455,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0.8,3.94,1012.4830508474577,5400,0,0.0,0,20.0,0.912766667,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
219,0.8,4.15,1012.4830508474577,1620,0,0.0,0,9.0,0.901262626,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220,0.8,3.94,1012.4830508474577,1440,0,0.0,0,8.0,0.858143939,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
221,0.8,26.16,1073.0,10620,75,0.0,0,59.0,0.850502311,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0.8,26.16,1156.0,10620,75,0.0,0,59.0,0.850502311,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
223,0.8,25.9,1211.0,10260,60,0.0,0,57.0,0.850252525,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
224,0.8,25.9,1126.0,10170,60,0.0,0,56.5,0.850136766,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
225,0.65,4.15,1012.4830508474577,1440,0,0.0,0,8.0,0.821354167,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
226,0.8,3.94,1012.4830508474577,1440,0,0.0,0,8.0,0.805909091,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227,0.8,11.61,1004.0,5670,50,0.0,0,31.5,0.800246753,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
228,0.8,11.61,1063.0,5670,50,0.0,0,31.5,0.800246753,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
229,0.8,28.08,723.0,10530,50,0.0,0,58.5,0.8,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230,0.8,42.27,465.0,9900,54,0.0,0,55.0,0.705576584,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
231,0.8,2.9,1012.4830508474577,1440,0,0.0,0,8.0,0.681060606,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
232,0.8,2.9,1012.4830508474577,1440,0,0.0,0,8.0,0.670075758,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
233,0.8,4.15,1012.4830508474577,1440,0,0.0,0,8.0,0.601278409,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
234,0.7,27.13,530.0,9540,37,0.0,0,53.0,0.582301029,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
235,0.7,20.79,1297.0,10440,0,0.0,0,58.0,0.526810345,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
236,0.5,22.4,783.0,10170,23,0.0,0,56.5,0.500380799,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
237,0.35,22.4,715.0,10170,23,0.0,0,56.5,0.35020649,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
238,0.8,4.15,973.7731092436975,1980,0,0.0,0,7.0,0.934607438,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
239,0.35,4.3,973.7731092436975,2700,0,0.0,0,8.0,0.908080808,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
240,0.8,25.9,1150.0,10170,70,0.0,0,56.5,0.900144811,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
241,0.8,3.94,973.7731092436975,1440,0,0.0,0,8.0,0.891723485,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,0.65,4.15,973.7731092436975,1440,0,0.0,0,15.0,0.864583333,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
243,0.8,3.94,973.7731092436975,1440,0,0.0,0,8.0,0.858143939,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
244,0.8,26.16,1232.0,10620,75,0.0,0,59.0,0.850502311,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
245,0.8,25.9,1218.0,10170,60,0.0,0,56.5,0.850136766,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
246,0.8,2.9,973.7731092436975,1440,0,0.0,0,8.0,0.837594697,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
247,0.8,4.15,973.7731092436975,1440,0,0.0,0,7.0,0.820833333,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
248,0.8,11.61,1159.0,2970,50,0.0,0,31.5,0.800313433,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
249,0.8,11.61,972.0,5670,38,0.0,0,31.5,0.800246753,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
250,0.8,26.16,1092.0,10620,63,0.0,0,59.0,0.800117103,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0.7,20.79,965.0,7320,0,0.0,0,58.0,0.700095563,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
252,0.8,2.9,973.7731092436975,1440,0,0.0,0,8.0,0.667329545,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
253,0.6,22.4,816.0,5100,23,0.0,0,57.0,0.600369686,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
254,0.5,22.4,947.0,3390,23,0.0,0,56.5,0.499980334,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
255,0.35,14.61,838.0,7200,23,0.0,0,55.0,0.35003125,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
256,0.8,3.94,973.7731092436975,1260,0,0.0,0,8.0,0.332359307,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
257,0.8,51.02,1086.0,4260,27,0.0,0,57.0,0.311207464,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
258,0.8,3.94,973.7731092436975,1260,0,0.0,0,8.0,0.247316017,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
259,0.35,4.3,974.0254237288135,3600,0,0.0,0,20.0,0.988636364,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
260,0.8,3.94,974.0254237288135,3420,0,0.0,0,19.0,0.953110048,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261,0.8,3.94,974.0254237288135,1440,0,0.0,0,8.0,0.884261364,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0.65,4.15,974.0254237288135,1440,0,0.0,0,8.0,0.860653409,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
263,0.8,3.94,974.0254237288135,1440,0,0.0,0,8.0,0.858143939,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
264,0.8,26.16,1160.0,10620,75,0.0,0,59.0,0.850502311,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0.8,25.9,1177.0,8970,60,0.0,0,56.5,0.850415628,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
266,0.8,25.9,1281.0,10170,60,0.0,0,56.5,0.850136766,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
267,0.8,26.16,1369.0,10620,63,0.0,0,59.0,0.800117103,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
268,0.8,11.61,1084.0,4950,38,0.0,0,31.5,0.80003139,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
269,0.8,11.61,1216.0,4950,50,0.0,0,31.5,0.80003139,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
270,0.7,20.79,391.0,10440,0,0.0,0,58.0,0.700060345,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
271,0.8,2.9,974.0254237288135,1440,0,0.0,0,8.0,0.689299242,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
272,0.5,22.52,1102.0,10170,30,0.0,0,56.5,0.660683293,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,0.65,22.52,872.0,10080,26,0.0,0,56.0,0.650130952,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
274,0.8,2.9,974.0254237288135,1440,0,0.0,0,8.0,0.606912879,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
275,0.6,22.52,1076.0,10170,23,0.0,0,56.5,0.600291767,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
276,0.5,14.89,917.0,9900,30,0.0,0,55.0,0.500025069,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
277,0.5,22.94,1044.0,9810,23,0.0,0,54.5,0.499998888,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
278,0.65,4.15,1003.0192307692307,2700,0,0.0,0,15.0,0.98719697,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
279,0.8,3.94,1003.0192307692307,1800,0,0.0,0,10.0,0.980909091,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,0.8,3.94,1003.0192307692307,1440,0,0.0,0,8.0,0.974621212,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
281,0.8,3.94,1003.0192307692307,1440,0,0.0,0,8.0,0.884261364,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0.8,3.94,1003.0192307692307,1800,0,0.0,0,10.0,0.82680303,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283,0.8,11.41,1067.0,5490,63,0.0,0,30.5,0.800343766,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
284,0.8,11.61,1039.0,5670,63,0.0,0,31.5,0.800246753,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
285,0.8,25.9,1396.0,10170,50,0.0,0,56.5,0.800128721,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
286,0.8,25.9,1292.0,10170,50,0.0,0,56.5,0.800128721,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
287,0.8,48.68,171.0,10620,63,0.0,0,59.0,0.800117103,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0.8,26.16,1128.0,10620,63,0.0,0,59.0,0.800117103,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
289,0.6,22.94,865.0,6570,23,0.0,0,56.5,0.77011398,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,0.7,22.52,825.0,10170,50,0.0,0,56.5,0.7005417,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
291,0.8,2.9,1003.0192307692307,1440,0,0.0,0,8.0,0.675568182,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
292,0.8,2.9,1003.0192307692307,1440,0,0.0,0,8.0,0.661837121,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
293,0.65,22.52,1163.0,9720,35,0.0,0,54.0,0.650198653,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
294,0.6,22.52,1140.0,10170,30,0.0,0,56.5,0.600291767,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
295,0.6,14.89,1027.0,10080,38,0.0,0,56.0,0.600273268,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,0.8,2.9,1003.0192307692307,900,0,0.0,0,5.0,0.465757576,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
297,0.7,41.19,1052.0,10440,21,0.0,0,58.0,0.452012539,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
298,0.8,4.15,1003.0192307692307,1260,0,0.0,0,7.0,0.313852814,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
299,0.6,4.15,1016.198275862069,1440,0,0.0,0,8.0,0.852793561,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300,0.65,4.15,1016.198275862069,2160,0,0.0,0,12.0,0.838383838,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
301,0.8,2.9,1016.198275862069,1800,0,0.0,0,10.0,0.804848485,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302,0.8,11.41,1140.0,5490,63,0.0,0,30.5,0.800343766,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
303,0.8,48.84,624.0,10170,50,0.0,0,56.5,0.800128721,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
304,0.8,25.9,1288.0,10170,38,0.0,0,56.5,0.800128721,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
305,0.8,26.16,1381.0,3660,50,0.0,0,59.0,0.800015009,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
306,0.7,22.52,882.0,10170,50,0.0,0,56.5,0.7005417,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
307,0.7,22.52,1002.0,10080,40,0.0,0,56.0,0.700094156,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
308,0.8,2.9,1016.198275862069,1440,0,0.0,0,8.0,0.692045455,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
309,0.8,26.87,585.0,5670,56,0.0,0,31.5,0.662255892,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
310,0.65,22.52,1138.0,10170,35,0.0,0,56.5,0.650416734,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
311,0.65,14.89,1140.0,10260,44,0.0,0,57.0,0.650299575,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
312,0.65,22.94,1025.0,10170,26,0.0,0,56.5,0.650243497,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
313,0.8,2.9,1016.198275862069,1440,0,0.0,0,8.0,0.639867424,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
314,0.6,20.4,1031.0,10440,30,0.0,0,58.0,0.600062696,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
315,0.8,3.94,1016.198275862069,1800,0,0.0,0,10.0,0.582045455,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316,0.8,49.1,1381.0,10350,24,0.0,0,57.5,0.403242161,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0.7,3.94,1016.198275862069,1440,0,0.0,0,8.0,0.235795455,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
318,0.7,4.3,2156.310344827586,5040,0,0.0,0,28.0,0.977272727,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
319,0.8,3.94,2156.310344827586,1800,0,0.0,0,10.0,0.964106061,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
320,0.65,4.15,2156.310344827586,1440,0,0.0,0,8.0,0.958901515,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
321,0.8,11.41,1028.0,4380,50,0.0,0,31.0,0.800358775,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
